,가해자성별,교차로형태,기상상태,노면상태,노면상태_대분류,노인보호구역,당사자종별가해자,당사자종별피해자,도로선형,도로선형_대분류,도로선형_중분류,도로종류,도로형태,법규위반가해자,보호장구가해자_대분류,보호장구피해자_대분류,사고유형,사고유형_대분류,어린이보호구역,연령가해자,연령피해자,요일,주야,차량용도가해자,차량용도가해자_대분류,차량용도피해자,차량용도피해자_대분류,피해자성별,행동유형가해자,행동유형피해자,행동유형피해자_대분류,도로심각도지수basic
127236,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,34,80,금,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.1168
127241,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,46,63,토,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
127258,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,시도,기타불명,중앙선침범,안전모,보행자,기타불명,차대사람,아니오,62,64,화,주,이륜차,이륜차,보행자,보행자,여,기타불명,보행자 기타불명,보행자,0.1168
127279,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,37,63,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.0068
127335,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전모,보행자,보도통행중,차대사람 보도통행중,아니오,11,74,토,주,자전거,자전거,보행자,보행자,여,기타불명,보행자 기타불명,보행자,0.0068
127342,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,52,77,토,주,사업용 시내버스,사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
127380,여,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,33,65,일,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 길가장자리구역통행,보행자,0.1168
127381,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,36,60,금,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.0068
127387,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,오르막,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,33,63,월,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 길가장자리구역통행,보행자,0.0068
127402,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,38,78,금,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 등지고통행,보행자,0.1168
127407,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,오르막,직선,직선,시도,기타불명,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,36,62,금,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 등지고통행,보행자,0.0068
127420,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,67,65,토,주,사업용 개인택시,사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
127435,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,68,76,금,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 횡단보도내,보행자,0.1168
127460,남,교차로사지,흐림,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,61,63,수,야,비사업용 버스,비사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.1168
127521,남,교차로아님,흐림,젖음습기,포장 젖음습기,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전벨트카시트,보행자,보도통행중,차대사람 보도통행중,아니오,58,82,토,주,비사업용 화물차,비사업용,보행자,보행자,여,후진중,보행자 보도통행,보행자,0.0068
127549,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,55,65,월,주,사업용 시내버스,사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
127587,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,57,65,목,주,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
127589,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,69,62,금,주,사업용 렌터카,사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
127617,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로부근,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,31,64,수,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
127666,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,65,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 기타불명,보행자,0.1168
127696,남,교차로사지,흐림,젖음습기,포장 젖음습기,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,64,60,일,야,사업용 개인택시,사업용,보행자,보행자,여,좌회전중,보행자 횡단보도내,보행자,0.0068
127715,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,좌 커브곡각,좌,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,68,79,금,야,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,1.0
134626,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,57,77,수,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
134645,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,기타불명,보행자,횡단중,차대사람 횡단중,아니오,56,72,화,야,사업용 개인택시,사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,1.0
134660,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,43,68,토,주,비사업용 화물차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.1168
134684,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,33,69,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
134685,여,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,44,73,목,주,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 마주보고통행,보행자,0.1168
134697,남,교차로사지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,48,82,토,야,비사업용 버스,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도외,보행자,0.1168
134698,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,59,66,화,주,사업용 법인택시,사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
134739,남,교차로사지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,58,76,월,야,사업용 전세버스,사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.2336
134742,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,26,71,월,주,비사업용 기타건설기계,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도외,보행자,0.0033
134783,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,중앙선침범,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,77,63,토,주,사업용 개인택시,사업용,보행자,보행자,여,U턴중,보행자 횡단보도외,보행자,0.1168
134792,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,46,76,화,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 등지고통행,보행자,0.0068
134793,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,내리막,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,38,75,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
134805,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,31,65,목,야,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.0068
134822,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,59,73,목,주,자전거,자전거,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
134848,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,37,73,토,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도내,보행자,0.0068
134850,남,교차로오지이상,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,26,62,월,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
134860,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,65,70,일,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
134925,기타불명,교차로아님,맑음,건조,포장 건조,아니오,기타불명,보행자,평지,직선,직선,일반국도,기타불명,기타불명,기타불명,보행자,기타불명,차대사람,아니오,0,71,수,주,기타불명,기타불명,보행자,보행자,남,기타불명,보행자 승차중관련,보행자,0.0068
134933,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전모,보행자,횡단중,차대사람 횡단중,아니오,13,79,화,주,자전거,자전거,보행자,보행자,여,직진중,보행자 보도통행,보행자,0.0068
134950,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,37,72,월,야,비사업용 승용차,비사업용,보행자,보행자,남,우회전중,보행자 횡단보도내,보행자,0.0068
135000,남,교차로사지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,53,68,월,주,비사업용 어린이통학버스,비사업용,보행자,보행자,여,좌회전중,보행자 마주보고통행,보행자,0.0068
135036,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,60,68,월,주,비사업용 승용차,비사업용,보행자,보행자,남,U턴중,보행자 도로위작업중,보행자,0.1168
135046,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,22,62,목,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 길가장자리구역통행,보행자,0.1168
135132,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,38,80,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
135133,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,41,80,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
135144,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,48,60,월,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도외,보행자,0.1168
135147,남,교차로사지,흐림,젖음습기,포장 젖음습기,아니오,승용차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,79,73,월,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 기타불명,보행자,0.1168
135156,남,교차로삼지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,47,62,목,주,비사업용 기타건설기계,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.0068
135167,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,56,64,목,주,비사업용 화물차,비사업용,보행자,보행자,여,직진중,보행자 길가장자리구역통행,보행자,0.0068
135175,남,교차로아님,흐림,젖음습기,포장 젖음습기,아니오,승용차,보행자,오르막,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,53,76,월,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,1.0
135176,남,교차로사지,비,젖음습기,포장 젖음습기,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,52,70,월,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도외,보행자,0.0068
135207,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,40,64,금,주,비사업용 화물차,비사업용,보행자,보행자,여,후진중,보행자 보도통행,보행자,0.1168
135217,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,59,81,화,주,사업용 화물차,사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0033
135246,남,교차로삼지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,49,72,수,주,비사업용 화물차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.1168
135312,기타불명,교차로아님,맑음,건조,포장 건조,아니오,기타불명,보행자,평지,직선,직선,기타불명,기타불명,기타불명,기타불명,보행자,보도통행중,차대사람 보도통행중,아니오,0,62,목,주,기타불명,기타불명,보행자,보행자,여,기타불명,보행자 보도통행,보행자,0.0068
135315,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전모,보행자,기타불명,차대사람,아니오,13,65,목,야,자전거,자전거,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
135324,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,기타불명,기타불명,보행자,기타불명,차대사람,아니오,59,64,월,주,사업용 시외버스,사업용,보행자,보행자,여,주정차중,보행자 기타불명,보행자,0.0068
135347,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,59,73,토,주,사업용 화물차,사업용,보행자,보행자,남,좌우회전중,보행자 기타불명,보행자,0.0068
135373,남,교차로삼지,맑음,건조,포장 건조,아니오,화물차,보행자,내리막,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,57,61,화,주,비사업용 화물차,비사업용,보행자,보행자,여,진로변경중,보행자 횡단보도내,보행자,0.1168
135377,여,교차로삼지,흐림,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,50,74,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 마주보고통행,보행자,0.0068
135403,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,36,71,수,야,이륜차,이륜차,보행자,보행자,남,기타불명,보행자 기타불명,보행자,0.0136
135405,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,46,80,목,주,비사업용 어린이통학버스,비사업용,보행자,보행자,여,직진중,보행자 등지고통행,보행자,0.1168
135441,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,38,63,목,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 마주보고통행,보행자,0.0068
135444,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,28,62,토,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
135448,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,49,61,화,주,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
135476,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타불명,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,57,72,일,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 길가장자리구역통행,보행자,0.0068
135479,여,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,47,74,월,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
135506,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,기타불명,기타불명,기타불명,안전모,보행자,기타불명,차대사람,아니오,30,72,금,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 보도통행,보행자,0.0068
135508,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,오르막,직선,직선,시도,기타단일로,과속,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,34,66,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,1.0
135510,남,교차로삼지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,45,75,수,주,비사업용 기타건설기계,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도내,보행자,0.0068
135522,남,교차로사지,맑음,건조,포장 건조,아니오,건설기계,보행자,평지,직선,직선,지방도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,53,70,토,야,사업용 기타건설기계,사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.1168
135548,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,32,63,일,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 등지고통행,보행자,0.0068
135575,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,32,62,토,주,이륜차,이륜차,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.0068
135583,남,교차로사지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,지방도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,82,월,야,비사업용 화물차,비사업용,보행자,보행자,여,우회전중,보행자 기타불명,보행자,0.1168
135596,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,보도통행중,차대사람 보도통행중,아니오,36,63,금,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 기타불명,보행자,0.1168
135601,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,내리막,직선,직선,시도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,63,70,금,야,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
135627,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,43,77,일,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.1168
135653,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,35,71,금,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
135691,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,50,74,금,야,사업용 시내버스,사업용,보행자,보행자,남,직진중,보행자 길가장자리구역통행,보행자,0.0068
135713,남,교차로사지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,일반국도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,53,60,금,주,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.0068
135758,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,32,77,목,주,이륜차,이륜차,보행자,보행자,여,우회전중,보행자 길가장자리구역통행,보행자,0.1168
135762,기타불명,교차로삼지,맑음,건조,포장 건조,아니오,기타불명,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,0,69,목,주,기타불명,기타불명,보행자,보행자,여,기타불명,보행자 도로위작업중,보행자,0.0068
135771,여,교차로아님,흐림,서리결빙,포장 서리결빙,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,46,63,일,주,사업용 시내버스,사업용,보행자,보행자,여,주행중대기,보행자 하차중관련,보행자,0.0068
155823,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,내리막,직선,직선,지방도,교차로내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,41,61,금,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도내,보행자,0.0068
155852,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,57,70,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 등지고통행,보행자,0.1168
155868,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,33,87,화,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
155878,남,교차로사지,눈,적설,포장 적설,아니오,승용차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,36,68,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
156333,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,40,61,월,주,비사업용 승용차,비사업용,보행자,보행자,여,진로변경중,보행자 횡단보도내,보행자,0.1168
156348,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,시도,기타단일로,중앙선침범,안전모,보행자,횡단중,차대사람 횡단중,아니오,29,65,수,주,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.0068
